id,bill_month_count_01,bill_month_count_02,bill_month_count_03,bill_month_count_04,bill_month_count_05,bill_month_count_06,bill_month_count_07,bill_month_count_08,bill_month_count_09,bill_month_count_10,bill_month_count_11,bill_month_count_12
9973,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0
9974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0
9975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
9976,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,7.0,7.0,5.0
9977,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9979,17.0,14.0,13.0,10.0,12.0,12.0,16.0,18.0,16.0,23.0,19.0,17.0
9980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0
9981,260.0,14.0,16.0,12.0,16.0,12.0,16.0,14.0,18.0,20.0,20.0,21.0
9982,30.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0
9983,32.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,7.0
9984,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0
9985,22.0,7.0,7.0,7.0,8.0,12.0,8.0,9.0,9.0,8.0,9.0,8.0
9986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9987,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
9988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9989,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
9990,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
9991,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0
9992,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
9993,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
9994,13.0,13.0,17.0,20.0,15.0,19.0,16.0,13.0,17.0,15.0,14.0,15.0
9995,3.0,3.0,3.0,3.0,3.0,5.0,6.0,7.0,5.0,0.0,0.0,1.0
9996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
9997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9998,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,23.0
9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
10000,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
10001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0
10002,22.0,3.0,3.0,3.0,2.0,6.0,7.0,7.0,11.0,7.0,5.0,3.0
10003,55.0,4.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0
10004,42.0,7.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,6.0,5.0,5.0
10005,3.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0
10006,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0
10007,2.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,18.0,11.0,5.0,2.0
10008,5.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,11.0,8.0,11.0
10009,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
10011,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
10012,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,6.0,5.0
10013,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0
10014,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0
10015,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10017,4.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
10018,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0
10019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10020,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0
10021,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
10022,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
10023,0.0,0.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,1.0,0.0,0.0
10024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
10027,91.0,15.0,13.0,12.0,15.0,17.0,17.0,21.0,13.0,23.0,21.0,26.0
10028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10029,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0
10030,39.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,7.0,5.0
10031,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
10032,27.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0
10033,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10034,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10036,14.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0
10037,4.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0
10038,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10039,14.0,24.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,6.0,0.0,26.0
10040,3.0,3.0,3.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,3.0
10041,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
10042,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0
10043,6.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0
10044,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10045,45.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
10046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,23.0
10049,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
10050,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10051,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10053,5.0,1.0,2.0,0.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0
10054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
10055,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0
10056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10057,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10058,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
10059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
10060,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
10061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10062,3.0,0.0,0.0,0.0,2.0,2.0,6.0,8.0,5.0,4.0,4.0,0.0
10063,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0
10064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10065,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10066,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10067,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0
10068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
10069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10070,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10071,5.0,4.0,4.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,7.0,7.0
10072,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0
10073,18.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0
10074,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
10075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
10076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10077,1.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,3.0,3.0,3.0
10078,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,2.0,5.0
10079,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,2.0,2.0,0.0,0.0
10080,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0
10081,2.0,6.0,7.0,4.0,9.0,9.0,8.0,13.0,11.0,9.0,6.0,6.0
10082,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10083,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0
10084,37.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,5.0,6.0
10085,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
10086,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0
10087,28.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,8.0,5.0
10088,61.0,4.0,4.0,4.0,4.0,7.0,12.0,7.0,10.0,10.0,10.0,8.0
10089,179.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0
10090,24.0,6.0,10.0,12.0,8.0,22.0,20.0,16.0,22.0,24.0,24.0,20.0
10091,236.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
10092,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0
10093,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0
10094,191.0,30.0,27.0,39.0,33.0,37.0,34.0,46.0,37.0,31.0,32.0,47.0
10095,35.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,4.0,3.0,7.0,6.0
10096,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10097,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,9.0,4.0,5.0
10098,36.0,5.0,3.0,4.0,5.0,5.0,3.0,18.0,4.0,9.0,5.0,27.0
10099,54.0,12.0,9.0,8.0,9.0,7.0,10.0,12.0,9.0,9.0,12.0,11.0
10100,74.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,6.0,4.0,5.0
10101,48.0,4.0,6.0,5.0,4.0,2.0,5.0,3.0,3.0,3.0,5.0,6.0
10102,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10103,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10104,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10106,31.0,9.0,4.0,7.0,5.0,6.0,16.0,14.0,10.0,7.0,5.0,6.0
10107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
10108,32.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,7.0,7.0,5.0
10109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
10110,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
10111,8.0,6.0,8.0,6.0,10.0,4.0,6.0,8.0,8.0,8.0,52.0,14.0
10112,5.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,0.0,3.0,4.0,1.0
10113,10.0,8.0,20.0,12.0,11.0,8.0,18.0,20.0,14.0,8.0,9.0,10.0
10114,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0
10115,5.0,0.0,0.0,4.0,2.0,13.0,19.0,4.0,4.0,40.0,6.0,2.0
10116,61.0,6.0,8.0,8.0,9.0,11.0,15.0,11.0,13.0,14.0,8.0,11.0
10117,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0
10118,2.0,0.0,0.0,2.0,2.0,2.0,2.0,6.0,8.0,2.0,2.0,2.0
10119,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0
10120,34.0,9.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0
10121,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10122,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
10123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0
10125,14.0,2.0,2.0,4.0,6.0,2.0,5.0,2.0,4.0,4.0,3.0,5.0
10126,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
10127,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10129,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,8.0,8.0
10130,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
10131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
10132,5.0,5.0,1.0,13.0,6.0,6.0,5.0,1.0,53.0,5.0,4.0,5.0
10133,7.0,0.0,0.0,1.0,1.0,3.0,4.0,3.0,0.0,3.0,3.0,0.0
10134,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10135,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
10136,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10137,32.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,124.0,52.0,4.0,49.0
10138,10.0,10.0,11.0,11.0,11.0,12.0,15.0,13.0,14.0,15.0,16.0,11.0
10139,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10140,8.0,10.0,6.0,4.0,6.0,8.0,10.0,10.0,13.0,11.0,8.0,6.0
10141,20.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0
10142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
10143,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0
10144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
10145,21.0,16.0,21.0,21.0,22.0,22.0,22.0,27.0,25.0,26.0,23.0,28.0
10146,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10147,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
10148,21.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0
10149,36.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0
10150,12.0,12.0,11.0,11.0,12.0,10.0,10.0,12.0,12.0,12.0,11.0,11.0
10151,38.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,6.0,6.0,8.0
10152,4.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
10153,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
10154,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
10155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,2.0,2.0
10156,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,2.0
10157,13.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
10158,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
10159,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10160,9.0,6.0,7.0,7.0,9.0,9.0,9.0,11.0,8.0,6.0,7.0,7.0
10161,0.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,2.0,0.0,0.0,0.0
10162,1.0,0.0,0.0,2.0,2.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0
10163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10166,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
10167,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,4.0,5.0,6.0,0.0
10168,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10169,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10170,46.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
10171,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
10172,73.0,5.0,3.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,8.0,7.0
10173,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0
10174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10175,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
10176,7.0,6.0,12.0,10.0,14.0,24.0,83.0,37.0,16.0,12.0,16.0,14.0
10177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10178,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10179,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
10180,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10183,42.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,2.0,0.0
10184,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
10185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10186,140.0,14.0,26.0,18.0,24.0,14.0,18.0,24.0,18.0,22.0,20.0,28.0
10187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10188,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,2.0,39.0
10189,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0
10190,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10191,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
10192,1.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,2.0,2.0,8.0,0.0
10193,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10194,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
10195,9.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,16.0,5.0,5.0
10196,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
10198,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0
10199,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0
10200,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0
10201,4.0,4.0,4.0,4.0,4.0,8.0,3.0,5.0,4.0,2.0,3.0,3.0
10202,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
10203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10204,6.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,1.0,4.0,2.0,4.0
10205,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10206,2.0,1.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,4.0
10207,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10208,209.0,21.0,22.0,22.0,28.0,26.0,27.0,30.0,27.0,30.0,656.0,24.0
10209,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0
10210,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0
10211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
10212,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0
10213,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
10214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
10216,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
10218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10219,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10221,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
10222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
10224,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0
10225,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
10226,7.0,8.0,8.0,8.0,8.0,10.0,18.0,16.0,16.0,18.0,14.0,13.0
10227,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0
10228,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0
10229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0
10230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0
10231,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10232,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10233,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10234,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10235,2.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0
10236,1.0,1.0,4.0,3.0,3.0,6.0,5.0,6.0,5.0,4.0,1.0,1.0
10237,73.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,6.0,4.0,2.0
10238,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10240,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
10241,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10242,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10244,28.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0
