id,card_limit_avg
15029,20.307743
15030,20.441274
15031,19.1824979118
15032,16.9261733066
15033,11.9827626
15034,20.0652716
15035,21.069883
15036,20.8578292
15037,13.2313949091
15038,10.4233695
15039,21.5416442564
15040,19.2289630833
15041,0.0
15042,19.971271
15043,0.0
15044,20.8671505
15045,10.07125384
15046,14.9163982093
15047,19.460445
15048,20.6703668
15049,20.2536273333
15050,9.76680376316
15051,19.05498
15052,20.1480404375
15053,20.5334036667
15054,0.0
15055,14.8699864222
15056,21.74822325
15057,3.68848378652
15058,18.6390918
15059,9.932955
15060,13.2006637778
15061,15.8893724783
15062,15.3652959231
15063,13.0767020156
15064,0.0
15065,19.971271
15066,17.6543508636
15067,20.10501915
15068,0.0
15069,20.0164419677
15070,20.2581215
15071,19.5028569375
15072,8.0614368
15073,11.4121548571
15074,19.460445
15075,17.503976359
15076,12.91526125
15077,20.4454925714
15078,
15079,6.9292825
15080,19.418628775
15081,20.1779316316
15082,20.9617212364
15083,20.664418
15084,0.0
15085,19.971271
15086,20.664418
15087,9.2985632037
15088,17.4669278369
15089,19.5286858947
15090,20.4639810889
15091,20.2602651818
15092,17.4686977623
15093,14.4093958571
15094,17.4538371071
15095,19.971271
15096,20.707568963
15097,19.971271
15098,0.0
15099,19.6583296415
15100,21.306272
15101,13.1448177273
15102,15.7966136265
15103,15.5353507276
15104,18.2318143064
15105,18.361833
15106,10.8389115238
15107,9.9856355
15108,13.9570859302
15109,20.7036642011
15110,21.580708
15111,12.0471269423
15112,
15113,19.460445
15114,11.7729202051
15115,0.0
15116,20.8057553962
15117,20.6610297143
15118,13.7718511071
15119,21.512794913
15120,19.3794433636
15121,21.462773
15122,7.13525966667
15123,14.5638670727
15124,15.6812378481
15125,4.1693478
15126,11.2501323444
15127,20.2203280409
15128,20.664418
15129,19.460445
15130,16.3290537241
15131,0.0
15132,13.0488043333
15133,20.367355
15134,20.1955856667
15135,20.801154
15136,19.460445
15137,20.5389358095
15138,19.460445
15139,20.759728
15140,17.7117295862
15141,15.177287
15142,12.3407186471
15143,17.5685220889
15144,
15145,21.1758424
15146,0.0
15147,19.971271
15148,1.52630941176
15149,20.437285
15150,20.153592
15151,14.5908592727
15152,8.667085375
15153,19.0844227917
15154,20.1055575714
15155,19.5626102
15156,9.50118668919
15157,18.361833
15158,19.8517962727
15159,18.9520168889
15160,5.95965421429
15161,14.6653546667
15162,
15163,13.2617418462
15164,19.460445
15165,20.846739
15166,15.4037079643
15167,15.0403773188
15168,12.90474336
15169,16.2452876045
15170,20.367355
15171,20.8994195
15172,20.8407071304
15173,20.6962526531
15174,20.301900625
15175,20.50093625
15176,19.8693044667
15177,
15178,9.75957078704
15179,17.5523522727
15180,10.881515
15181,19.517078
15182,12.6865004444
15183,19.971271
15184,20.0459452297
15185,
15186,0.0
15187,15.0233179091
15188,21.357565
15189,20.02459
15190,20.7044813121
15191,20.664418
15192,9.88036
15193,0.0
15194,19.5505907647
15195,20.664418
15196,21.069883
15197,20.5527213125
15198,
15199,19.8135763571
15200,13.8110218333
15201,21.580708
15202,19.9501371818
15203,10.8585173333
15204,12.0454645769
15205,20.664418
15206,21.0029723529
15207,19.2867901333
15208,19.4609048824
15209,
15210,18.4350193846
15211,20.9140120769
15212,16.0006462716
15213,19.6454654804
15214,0.0
15215,20.153592
15216,8.754109
15217,8.59127318182
15218,20.846739
15219,0.0
15220,0.0
15221,17.3860673
15222,0.0
15223,19.05498
15224,
15225,21.069883
15226,20.4499347143
15227,10.6696871562
15228,19.92190175
15229,17.2711215
15230,0.0
15231,19.0902455714
15232,21.54534175
15233,12.248300381
15234,17.5610402571
15235,19.166552
15236,20.664418
15237,20.5381472105
15238,20.3816943333
15239,15.9136873
15240,20.7518726667
15241,20.5868148548
15242,20.664418
15243,20.139507
15244,19.8982533636
15245,19.971271
15246,16.705392
15247,17.4003598406
15248,20.0230359231
15249,5.85629936111
15250,0.0
15251,10.4650348
15252,12.2834419571
15253,19.971271
15254,20.664418
15255,0.0
15256,0.0
15257,20.3529762941
15258,20.0966653467
15259,20.436004
15260,0.0
15261,20.441274
15262,19.460445
15263,18.2078226316
15264,21.4117700588
15265,20.153592
15266,6.07777
15267,20.0426346667
15268,19.460445
15269,21.357565
15270,13.1793005246
15271,20.441274
15272,18.262812
15273,19.9711911951
15274,11.3871083158
15275,15.6762008235
15276,20.233635
15277,21.3627856364
15278,21.76303
15279,13.7762786667
15280,0.0
15281,0.0
15282,17.668686
15283,18.2895165294
15284,10.9604719481
15285,21.279603
15286,
15287,20.153592
15288,19.6304389091
15289,15.8604013902
15290,18.4700435122
15291,20.895467
15292,13.1950833158
15293,10.300147
15294,19.34163248
15295,19.460445
15296,5.642322
15297,19.460445
15298,19.3497807264
15299,21.4488088679
15300,20.441274
15301,16.2715823995
15302,22.610328
15303,19.678914
15304,19.52429825
15305,19.971271
15306,20.664418
15307,7.58515788
15308,13.3307926
15309,20.846739
15310,18.3081694737
15311,20.588834338
15312,13.3141806667
15313,
15314,5.63233252
15315,10.8113583333
15316,20.8603090333
15317,0.0
15318,0.0
15319,18.76786365
15320,15.4059531837
15321,21.044229
15322,20.1817471429
15323,20.664418
15324,16.2139033217
15325,22.0018047209
15326,20.4651872195
15327,19.971271
15328,20.0033159524
15329,19.971271
15330,19.3369156923
15331,20.0857255
15332,
15333,
15334,0.0
15335,16.9930062685
15336,7.32857890909
15337,20.153592
15338,11.5080201165
15339,21.497327
15340,20.8370355263
15341,17.6020781053
15342,5.36692866102
15343,19.971271
15344,14.7602985714
15345,17.4843468378
15346,17.668686
15347,21.0487593333
15348,19.971271
15349,21.452875
15350,15.7926448085
15351,20.5687848571
15352,20.441274
15353,
15354,20.3100569
15355,19.1009571765
15356,0.0
15357,21.945352
15358,20.6950533571
15359,18.6963781905
15360,0.0
15361,0.0
15362,9.383649
15363,21.252204
15364,4.24286147368
15365,19.460445
15366,0.0
15367,18.3077495753
15368,19.971271
15369,20.664418
15370,15.1203017386
15371,
15372,16.1332314167
15373,0.0
15374,20.2401828571
15375,21.134421
15376,4.0307184
15377,19.4159681818
15378,19.5142161579
15379,18.4019809118
15380,20.559057
15381,19.460445
15382,
15383,19.971271
15384,9.65361005882
15385,9.45221214286
15386,19.5068959146
15387,12.0051887892
15388,19.57832936
15389,19.971271
15390,19.4809937143
15391,14.874883439
15392,0.0
15393,0.0
15394,21.357565
15395,20.3982536346
15396,12.70332
15397,
15398,20.5894791111
15399,19.05498
15400,20.307743
15401,22.273856
15402,16.5608675882
15403,18.2767484054
15404,20.2245556944
15405,
15406,
15407,19.05498
15408,21.2853390714
15409,18.5809692308
15410,19.05498
15411,
15412,20.441274
15413,20.1980116522
15414,19.971271
15415,21.1295046944
15416,20.8006002
15417,20.056066625
15418,19.05498
15419,21.357565
15420,20.190138
15421,20.186382
15422,19.9751384943
15423,0.0
15424,0.0
15425,14.0699854725
15426,19.8301952778
15427,0.0
15428,19.2592787246
15429,
15430,20.441274
15431,19.9774512222
15432,9.90350925
15433,19.460445
15434,19.971271
15435,20.0624315
15436,15.8355752727
15437,9.5834516
15438,16.4840655
15439,20.664418
15440,19.971271
15441,22.050712
15442,0.0
15443,20.1895915143
15444,19.7891253333
15445,19.05498
15446,20.3982486667
15447,0.0
15448,19.730755
15449,
15450,21.5776155
15451,22.1051338667
15452,20.1762452
15453,13.392427093
15454,11.6713409091
15455,19.5498222162
15456,
15457,20.1483860667
15458,17.668686
15459,19.460445
15460,21.8577916192
15461,20.13173425
15462,16.4801822195
15463,19.460445
15464,20.153592
15465,20.96745975
15466,13.2119575269
15467,15.6136687302
15468,14.2451424595
15469,
15470,17.1154425
15471,19.5797594046
15472,21.479480093
15473,11.432988
15474,19.971271
15475,0.0
15476,19.939344375
15477,20.8684192424
15478,0.0
15479,19.05498
15480,19.0758212778
15481,19.2733073077
15482,0.0
15483,20.5629839804
15484,3.66428945455
15485,20.9003246923
15486,19.938962
15487,19.971271
15488,8.35636741463
15489,10.2774581667
15490,
15491,20.7780110504
15492,21.129813931
15493,
15494,11.435317459
15495,20.1550680714
15496,20.4564496522
15497,20.664418
15498,20.139507
15499,20.1300354
15500,13.6295334211
15501,0.0
15502,0.0
15503,15.3544353846
15504,20.8756544286
15505,0.0
15506,15.1185840741
15507,20.8405180571
15508,20.559057
15509,20.2117132609
15510,19.278123
15511,20.664418
15512,19.971271
15513,21.00089
15514,19.2362604239
15515,20.664418
15516,0.0
15517,19.971271
15518,19.971271
15519,7.784178
15520,12.13347925
15521,16.4381100238
15522,22.1296993636
15523,19.9154648095
15524,20.441274
15525,20.7253581709
15526,5.90411942857
15527,19.05498
15528,16.8220962743
15529,20.0707188182
15530,20.664418
15531,19.05498
15532,18.7177750963
15533,20.4269322222
15534,19.2866742857
15535,18.93627172
15536,19.4170023214
15537,8.257158
15538,20.664418
15539,0.0
15540,20.2801800196
15541,20.664418
15542,4.99281775
15543,21.819663
15544,19.971271
15545,18.867085625
15546,20.153592
15547,19.460445
15548,19.460445
15549,20.664418
15550,20.587115703
15551,0.0
15552,19.971271
15553,19.86591
15554,19.971271
15555,9.1809165
15556,20.8746683448
15557,19.9798212857
15558,19.6094231786
15559,19.971271
15560,19.971271
15561,7.40342814286
15562,20.101773069
15563,19.1806635
15564,19.971271
15565,13.8753546643
15566,7.76258847368
15567,19.748127
15568,20.3522533333
15569,14.8662565714
15570,19.971271
15571,14.8069806341
15572,0.0
15573,19.7570536452
15574,20.664418
15575,10.2564669
15576,19.0261481818
15577,20.153592
15578,20.926782
15579,20.767469
15580,9.27237582143
15581,10.6513445333
15582,19.73531648
15583,20.895529
15584,11.4802322222
15585,20.153592
15586,19.748127
15587,20.441274
15588,
15589,9.32701285714
15590,19.971271
15591,14.2054049367
15592,19.05498
15593,13.48821425
15594,20.8554347333
15595,19.05498
15596,20.4781344545
15597,6.39112432727
15598,18.4761168108
15599,0.0
15600,20.2954521818
15601,19.6610026047
15602,20.664418
15603,11.504143
15604,
15605,17.6824926967
15606,3.4693147451
15607,19.3499642034
15608,18.6864759794
15609,16.8570835
15610,20.846739
15611,10.0581157895
15612,17.2942461192
15613,20.2854314
15614,19.6615449343
15615,22.5453505914
15616,21.357565
15617,20.664418
15618,16.0010936759
15619,12.4229582222
15620,14.3637835333
15621,12.2112609412
15622,17.410851641
15623,18.8183584595
15624,20.1929436
15625,19.5290192183
15626,20.8436390295
15627,17.880589069
15628,19.4818678
15629,21.252204
15630,20.233635
15631,0.0
15632,15.7128719667
15633,0.0
15634,5.71084916667
15635,22.099502
15636,14.7708143
15637,18.1353151594
15638,19.3473525732
15639,17.668686
15640,0.0
15641,16.5800951778
15642,20.664418
15643,14.8430141951
15644,20.5120493529
15645,19.971271
15646,14.4464517619
15647,20.17807232
15648,22.718541
15649,15.8903692375
15650,21.754663
15651,20.1264228929
15652,20.5837253333
15653,19.7721354407
15654,6.2410221875
15655,18.7084065
15656,20.1222912535
15657,14.4315164783
15658,20.1439801154
15659,17.4160575412
15660,11.9241602692
15661,21.76303
15662,0.0
15663,0.0
15664,11.6588111719
15665,15.4036284699
15666,13.2610783767
15667,13.2943702327
15668,0.0
15669,20.441274
15670,11.6689711739
15671,19.8298233784
15672,19.3352193415
15673,20.9417187467
15674,15.5306195405
15675,18.5367638065
15676,13.5830056667
15677,0.0
15678,18.361833
15679,19.9655562599
15680,21.357565
15681,20.5454078667
15682,0.0
15683,20.4564718065
15684,18.6568179104
15685,19.0814654112
15686,15.0088400833
15687,19.569410374
15688,11.6577813333
15689,20.153592
15690,19.460445
15691,14.7241379043
15692,0.0
15693,20.5233151504
15694,19.2602638125
15695,19.4558573125
15696,20.664418
15697,19.05498
15698,20.4226908667
15699,16.6391246
15700,9.32960613187
15701,20.441274
15702,16.7682066154
15703,
15704,17.9364147619
15705,20.3399746207
15706,3.038885
15707,21.827569
15708,20.2630936667
15709,20.703679
15710,7.57495179545
15711,0.0
15712,16.893373381
15713,20.664418
15714,
15715,10.705924532
15716,19.8674192339
15717,12.8845992105
15718,0.0
15719,19.6566856842
15720,16.7332707852
15721,21.0939167143
15722,18.911139
15723,9.96356316176
15724,13.3141806667
15725,19.1565674737
15726,21.069883
15727,18.4467681111
15728,20.4941426667
15729,20.7684636522
15730,20.441274
15731,0.0
15732,3.92637466667
15733,0.0
15734,19.3167774286
15735,20.6713077429
15736,0.0
15737,14.0299779008
15738,22.01439728
15739,20.307743
15740,12.6293871628
15741,20.637229
15742,6.19860795181
15743,21.2550768516
15744,19.460445
15745,19.693270913
15746,15.1074217962
15747,17.0196181847
15748,0.0
15749,11.3096176364
15750,21.100615381
15751,
15752,19.971271
15753,12.5861768571
15754,20.7776420294
15755,20.441274
15756,18.5690904519
15757,20.4619388108
15758,13.3141806667
15759,15.3426581606
15760,19.460445
15761,19.3824507959
15762,21.3451672273
15763,3.82884148571
15764,19.460445
15765,13.9075830541
15766,19.3488133143
15767,22.273856
15768,16.5996678
15769,16.059248
15770,19.9508595
15771,19.5946490526
15772,19.8757170278
15773,18.8031729709
15774,19.460445
15775,
15776,18.9651012308
15777,0.0
15778,
15779,2.4251941875
15780,14.4356303934
15781,20.664418
15782,20.90572615
15783,0.0
15784,21.3091797333
15785,14.0397438214
15786,20.2862716909
15787,19.91707075
15788,20.0403883103
15789,
15790,20.68621884
15791,13.5443288462
15792,17.9417233137
15793,21.7207233571
15794,20.33863725
15795,21.3526251538
15796,20.1078522593
15797,13.5473685833
15798,16.8905307371
15799,20.70999825
15800,20.307743
15801,0.0
15802,15.14070492
15803,0.0
15804,15.3930785
15805,20.1695251967
15806,13.0553972162
15807,7.1306315641
15808,
15809,19.05498
15810,0.0
15811,
15812,20.0454033846
15813,14.97845325
15814,0.0
15815,16.7128151739
15816,21.452875
15817,10.4989074914
15818,19.460445
15819,13.4050834717
15820,17.1454637143
15821,19.05498
15822,0.0
15823,20.441274
15824,17.6322178333
15825,21.9091175455
15826,17.7632034872
15827,20.7545213333
15828,4.20447810526
15829,19.05498
15830,21.5450353913
15831,19.4643946364
15832,19.971271
15833,18.0414346875
15834,20.5409875
15835,
15836,20.5064962667
15837,19.971271
15838,22.456177
15839,21.6037116667
15840,0.0
15841,12.6613324138
15842,19.5626102
15843,20.7129914231
15844,19.460445
15845,19.6611071667
15846,16.4486871429
15847,19.460445
15848,8.84565681818
15849,19.7141472
15850,
15851,5.66958985714
15852,5.51051146667
15853,17.3980805476
15854,13.967568
15855,19.460445
15856,21.357565
15857,21.4774095556
15858,21.0836452143
15859,20.664418
15860,20.5057366316
15861,20.09582975
15862,19.922543
15863,12.8187183483
15864,19.971271
15865,10.332209
15866,15.115194
15867,19.748127
15868,13.3749543333
15869,19.7125563986
15870,21.06121725
15871,10.332209
15872,18.2747162093
15873,14.4257973774
15874,13.8061361837
15875,19.748127
15876,0.0
15877,17.9598966889
15878,11.1703287222
15879,20.8460048889
15880,0.0
15881,21.1882922778
15882,20.664418
15883,
15884,
15885,20.231201125
15886,13.970005
15887,0.0
15888,21.1780112368
15889,19.029091
15890,18.8407021273
15891,19.5019786667
15892,18.361833
15893,19.971271
15894,21.61262068
15895,11.8085049412
15896,0.0
15897,0.0
15898,19.971271
15899,14.7905835926
15900,0.0
15901,18.8339955385
15902,21.452875
15903,21.357565
15904,8.17247944444
15905,19.05498
15906,6.486815
15907,
15908,19.971271
15909,20.3918721538
15910,18.361833
15911,20.559057
15912,19.9151791356
15913,20.153592
15914,21.580708
15915,20.5858732174
15916,16.3736133548
15917,18.8301890909
15918,0.0
15919,0.0
15920,18.361833
15921,17.668686
15922,19.880013873
15923,10.5925843571
15924,19.05498
15925,19.460445
15926,
15927,20.5244987971
15928,20.6233509733
15929,19.1058242432
15930,20.441274
15931,
15932,16.4665303846
15933,21.4758156
15934,23.372468
15935,19.4744587273
15936,19.0906695625
15937,19.1496171489
15938,21.357565
15939,19.971271
15940,20.3651634769
15941,14.2759089444
15942,17.4502186
15943,6.65709033333
15944,0.0
15945,21.357565
15946,20.6587382826
15947,19.05498
15948,20.1311913333
15949,13.6721024643
15950,15.7061166567
15951,19.460445
15952,19.971271
15953,8.73626611765
15954,0.0
15955,13.354154481
15956,12.7845654731
15957,19.971271
15958,22.7146955
15959,21.3437832727
15960,20.664418
15961,20.4107158
15962,20.153592
15963,3.66428945455
15964,12.70332
15965,
15966,0.0
15967,20.926782
15968,20.8764511786
15969,19.05498
15970,20.664418
15971,20.147522125
15972,20.5653004318
15973,20.0108559412
15974,11.0537374706
15975,
15976,19.971271
15977,18.2672434375
15978,19.971271
15979,0.0
15980,17.5898791795
15981,0.0
15982,20.1007839355
15983,20.441274
15984,10.2442115417
15985,0.0
15986,0.0
15987,20.3372596296
15988,20.441274
15989,22.4129328
15990,19.05498
15991,21.2495094455
15992,21.069883
15993,19.7596599245
15994,12.1748173175
15995,20.2768294
15996,20.409005
15997,20.3425907
15998,11.7086658
15999,19.5328158085
16000,0.0
16001,0.0
16002,12.6419298
16003,20.6124502308
16004,20.2119033864
16005,21.069883
16006,17.5934003924
16007,0.0
16008,19.278123
16009,10.1752221951
16010,6.28917069565
16011,20.664418
16012,0.0
16013,20.8197968889
16014,20.664418
16015,19.1676091667
16016,15.73719125
16017,8.25670572414
16018,0.0
16019,20.552846
16020,18.5898118
16021,19.704753087
16022,19.460445
16023,8.25302885
16024,21.069883
16025,11.7895849333
16026,20.153592
16027,11.729114
16028,13.4975579773
16029,20.0155328
16030,19.971271
16031,19.460445
16032,0.0
16033,20.8393273333
16034,19.5760883684
16035,19.05498
16036,20.0569897917
16037,19.837517875
16038,15.8785345
16039,20.7928487586
16040,17.6992566
16041,14.7396908647
16042,20.664418
16043,15.0661015484
16044,14.88846252
16045,18.4608635606
16046,17.4538405909
16047,21.00904625
16048,
16049,19.05498
16050,20.759728
16051,11.4062013947
16052,0.0
16053,16.5198493846
16054,7.83720576389
16055,18.2893206271
16056,19.460445
16057,0.0
16058,9.29450174194
16059,18.4973062199
16060,21.4560593016
16061,
16062,16.1228736
16063,15.903478
16064,21.126516
16065,16.9166126102
16066,0.0
16067,21.694037
16068,15.8987686667
16069,11.6858864815
16070,20.153592
16071,20.45670712
16072,12.66181005
16073,17.668686
16074,21.357565
16075,20.153592
16076,19.4738558857
16077,10.4361384865
16078,22.0730011538
16079,16.766508
16080,
16081,19.05498
16082,19.971271
16083,21.810685
16084,19.0892511293
16085,13.7762786667
16086,16.2217718
16087,18.4362143333
16088,13.5957948261
16089,19.430058
16090,20.4051002128
16091,15.01176
16092,19.614596
16093,20.8923754615
16094,18.9028954894
16095,0.980031644444
16096,20.5939514737
16097,18.5794732632
16098,19.971271
16099,14.08133226
16100,13.5423844493
16101,20.2567774607
16102,15.9472024194
16103,0.0
16104,12.9578452778
16105,17.3036986154
16106,
16107,19.460445
16108,20.0552404286
16109,14.0514570937
16110,19.971271
16111,12.7165649231
16112,18.3924827174
16113,18.5779813889
16114,19.4148289589
16115,19.05498
16116,17.6774087619
16117,20.0834283333
16118,19.5341659091
16119,20.644633303
16120,20.0427264571
16121,19.8910056333
16122,20.7215272609
16123,20.153592
16124,20.5549163333
16125,8.99902074194
16126,19.971271
16127,11.4926634545
16128,13.4405147414
16129,14.9720146467
16130,14.933496801
16131,21.8038771429
16132,20.8535486957
16133,20.846739
16134,11.7630841429
16135,22.018443
16136,0.0
16137,14.2294279524
16138,19.971271
16139,19.1116100172
16140,12.8352185581
16141,20.0453415116
16142,20.7256492727
16143,20.1938388519
16144,21.76303
16145,18.5263587273
16146,12.9340780714
16147,0.0
16148,20.307743
16149,20.664418
16150,10.7755718831
16151,21.580708
16152,20.5914428571
16153,16.2767283871
16154,14.3408713333
16155,15.0233179091
16156,20.96851675
16157,18.4338031145
16158,10.332209
16159,7.76956678947
16160,18.98230872
16161,10.8824156567
16162,
16163,16.4748044375
16164,20.1351958421
16165,20.1371644444
16166,19.748127
16167,19.971271
16168,20.265684
16169,19.8209794524
16170,0.0
16171,20.38857196
16172,8.47420516667
16173,0.0
16174,21.038589875
16175,20.307743
16176,8.0614368
16177,16.758537
16178,14.6289260127
16179,0.0
16180,10.0981859091
16181,19.6813615
16182,21.069883
16183,20.057914375
16184,0.0
16185,20.664418
16186,17.7897315524
16187,20.6656365806
16188,8.957152
16189,17.6248823846
16190,19.460445
16191,20.2935371017
16192,20.559057
16193,20.3654995
16194,20.664418
16195,19.971271
16196,17.034395
16197,19.04265125
16198,21.3857059604
16199,21.069883
16200,20.153592
16201,21.069883
16202,
16203,20.664418
16204,15.5511328074
16205,22.0962696
16206,12.0355858846
16207,19.5514276667
16208,19.5151710455
16209,20.4479328667
16210,20.559057
16211,20.8722790964
16212,20.0166134286
16213,0.0
16214,0.0
16215,19.7379103256
16216,14.7960373766
16217,10.626102
16218,20.7696282429
16219,0.0
16220,20.360859
16221,5.840364
16222,16.066603875
16223,0.0
16224,20.153592
16225,0.0
16226,19.8435060714
16227,19.971271
16228,4.86511125
16229,20.664418
16230,15.1356426667
16231,19.971271
16232,12.7301657708
16233,20.441274
16234,0.0
16235,21.05499185
16236,19.460445
16237,20.441274
16238,20.8218474773
16239,14.709345
16240,21.0023055
16241,7.621992
16242,18.361833
16243,20.5238369706
16244,14.6808288857
16245,12.1578562
16246,20.307743
16247,14.6843651563
16248,
16249,14.6051937683
16250,20.8744196
16251,19.971271
16252,10.5606105578
16253,
16254,15.3794001975
16255,20.2604515714
16256,21.0958750952
16257,20.441274
16258,19.05498
16259,20.664418
16260,19.05498
16261,20.307743
16262,
16263,20.2630936667
16264,20.664418
16265,21.1269075833
16266,19.1173592308
16267,20.153592
16268,9.9856355
16269,17.3799217481
16270,19.971271
16271,22.050712
16272,17.2412134314
16273,18.068511
16274,18.1550822318
16275,19.9198928621
16276,13.7762786667
16277,
16278,20.185603
16279,
16280,19.3431636667
16281,21.134421
16282,20.5385675833
16283,0.0
16284,9.47619046774
16285,0.0
16286,22.1782071304
16287,19.971271
16288,16.1673543333
16289,19.971271
16290,0.0
16291,22.050712
16292,0.0
16293,3.02866470968
16294,20.1603110909
16295,16.2461944
16296,20.2826300833
16297,19.971271
16298,14.4645276667
16299,20.384641
16300,20.1484295714
16301,19.971271
16302,18.361833
16303,13.9798897
16304,19.971271
16305,13.5716065263
16306,19.308395625
16307,19.2165206154
16308,19.6413889286
16309,15.9770168
16310,19.05498
16311,21.1276414331
16312,15.6560423934
16313,20.1631974118
16314,4.86404288889
16315,20.664418
16316,15.9605668477
16317,20.7821147647
16318,19.2462891364
16319,10.591497
16320,20.7454556667
16321,18.361833
16322,19.971271
16323,0.0
16324,3.810996
16325,20.1090135152
16326,20.846739
16327,0.0
16328,0.0
16329,20.7496081567
16330,19.893661875
16331,20.2741177308
16332,20.664418
16333,19.971271
16334,19.748127
16335,8.32136291667
16336,19.971271
16337,19.8178938942
16338,20.441274
16339,9.13353108511
16340,19.2832537714
16341,20.441274
16342,0.0
16343,20.7401361176
16344,20.664418
16345,20.664418
16346,20.8803731818
16347,19.971271
16348,0.0
16349,10.6012116
16350,7.03227212195
16351,20.449555919
16352,19.971271
16353,
16354,12.11919106
16355,19.460445
16356,0.0
16357,19.460445
16358,9.7302225
16359,
16360,19.971271
16361,21.7226215714
16362,10.332209
16363,19.6889003182
16364,17.4207421
16365,21.76303
16366,19.460445
16367,18.361833
16368,21.3846703333
16369,19.460445
16370,19.460445
16371,20.307743
16372,19.971271
16373,
16374,
16375,
16376,0.0
16377,14.961748043
16378,14.1863790215
16379,21.125845
16380,
16381,12.18702756
16382,11.9827626
16383,20.153592
16384,20.409005
16385,3.487797
16386,19.971271
16387,19.2334944
16388,13.6930951481
16389,20.846739
16390,20.1291624646
16391,20.664418
16392,19.339638375
16393,19.8590029885
16394,19.971271
16395,20.2655838214
16396,17.7247906133
16397,20.1018901111
16398,9.25573980769
16399,21.6704365303
16400,21.4163526923
16401,
16402,22.2817924896
16403,19.460445
16404,9.9856355
16405,17.0764654286
16406,20.6487047419
16407,20.1370319643
16408,14.3491136744
16409,17.8768746437
16410,20.926782
16411,17.5695985932
16412,0.0
16413,0.0
16414,7.12987025
16415,19.971271
16416,22.0488646
16417,19.970264625
16418,17.1125614186
16419,20.307743
16420,20.0428248182
16421,20.153592
16422,0.0
16423,20.306586898
16424,17.4622494103
16425,14.0415926667
16426,19.971271
16427,20.4399029459
16428,13.0012660755
16429,14.3459848534
16430,19.4196208504
16431,0.0
16432,20.0624315
16433,19.971271
16434,9.07227216667
16435,19.971271
16436,0.0
16437,0.0
16438,20.846739
16439,20.441274
16440,19.971271
16441,18.63648485
16442,
16443,22.168495
16444,0.0
16445,19.8267151324
16446,19.971271
16447,19.604286
16448,19.910313
16449,20.3658496328
16450,17.6435
16451,10.332209
16452,19.05498
16453,19.913153
16454,19.460445
16455,20.5924975
16456,10.076796
16457,18.9659344375
16458,17.9709060538
16459,19.05498
16460,0.0
16461,17.9953872143
16462,19.093998
16463,20.0624315
16464,0.0
16465,20.441274
16466,11.676267
16467,17.6805348462
16468,20.664418
16469,0.0
16470,13.8657396
16471,19.460445
16472,19.7612531176
16473,13.3141806667
16474,4.59209288889
16475,12.8083568723
16476,19.616547375
16477,16.93776
16478,21.103029027
16479,19.460445
16480,20.7959997143
16481,0.0
16482,15.0587633333
16483,
16484,
16485,21.357565
16486,11.9730298429
16487,12.868674625
16488,20.153592
16489,21.694037
16490,20.1056835
16491,19.1506127143
16492,9.9856355
16493,13.627516
16494,18.361833
16495,19.9576633333
16496,20.74018275
16497,20.5789530638
16498,20.759728
16499,0.0
16500,16.01817375
16501,17.668686
16502,19.8964134186
16503,20.2235981538
16504,19.831806
16505,19.460445
16506,20.441274
16507,20.664418
16508,22.1662048189
16509,16.8448155593
16510,21.452875
16511,19.8982958571
16512,21.1294034138
16513,19.7170500303
16514,18.7734450526
16515,21.5331168077
16516,20.265164
16517,20.0889507692
16518,3.63114018182
16519,0.0
16520,14.413286
16521,15.6940459508
16522,16.794726875
16523,19.5923524615
16524,21.5879364
16525,19.748127
16526,0.0
16527,14.7093284286
16528,21.8246904
16529,15.2737002609
16530,20.4501428993
16531,17.9315804375
16532,20.153592
16533,8.783204
16534,20.153592
16535,19.05498
16536,19.68104045
16537,20.153592
16538,
16539,14.053915
16540,13.1914420364
16541,17.5604761198
16542,20.4503542727
16543,1.33141806667
16544,2.524098
16545,15.3924483422
16546,0.0
16547,14.0682332
16548,18.361833
16549,14.85000736
16550,20.1328932667
16551,20.3290342353
16552,22.456177
16553,0.0
16554,19.6094976
16555,21.4523113051
16556,18.1141993437
16557,9.7302225
16558,18.699177
16559,10.5601201408
16560,20.7175705238
16561,6.76924766667
16562,21.1262367059
16563,20.28035952
16564,11.7336066905
16565,20.153592
16566,19.971271
16567,20.5818187143
16568,20.664418
16569,20.4455138182
16570,20.50794452
16571,5.90472789474
16572,19.8837137835
16573,15.3525410889
16574,20.441274
16575,17.8205388333
16576,7.81484517391
16577,20.153592
16578,18.3742151905
16579,20.0556790313
16580,19.2952682105
16581,8.47770994872
16582,20.6129819245
16583,20.74727265
16584,0.0
16585,19.971271
16586,16.9619332603
16587,9.95477598039
16588,21.302326619
16589,21.1221788333
16590,20.664418
16591,20.307743
16592,14.1345792258
16593,13.852159087
16594,12.7427462727
16595,20.664418
16596,18.376402
16597,6.65709033333
16598,18.9477594
16599,17.2984249341
16600,17.668686
16601,21.539886
16602,15.6426033846
16603,20.664418
16604,19.460445
16605,
16606,13.7018973333
16607,19.971271
16608,11.0170998
16609,0.0
16610,19.3745070456
16611,19.971271
16612,21.539886
16613,20.7555785
16614,0.0
16615,19.05498
16616,19.05498
16617,0.0
16618,8.2576028
16619,19.3576862143
16620,17.1766261866
16621,
16622,20.153592
16623,1.46355711111
16624,0.0
16625,20.664418
16626,0.0
16627,14.1048434921
16628,17.668686
16629,20.664418
