id,borrow_cash_limit_avg
12254,9.6390615
12255,10.6233304186
12256,11.9751084783
12257,20.80418
12258,19.460445
12259,13.3363974545
12260,0.0
12261,9.040682875
12262,
12263,19.748127
12264,
12265,19.2090126667
12266,0.463179826087
12267,6.55956290625
12268,
12269,20.664418
12270,14.0466067
12271,7.79022796667
12272,2.17020933
12273,
12274,
12275,11.8515214286
12276,14.45859225
12277,0.0
12278,6.80724815169
12279,2.92657084615
12280,18.7440894828
12281,19.971271
12282,6.19894312647
12283,6.16040855814
12284,5.13544578
12285,6.70079253846
12286,16.3846545524
12287,0.0
12288,6.61959553
12289,5.87695521053
12290,15.1830273789
12291,17.149482
12292,8.22680697619
12293,19.4287921667
12294,9.77928382781
12295,11.0318305263
12296,20.1067654091
12297,5.40053911765
12298,19.05498
12299,0.0
12300,9.95146782609
12301,0.0
12302,0.0
12303,
12304,
12305,17.0505887215
12306,0.0
12307,19.748127
12308,18.767298
12309,18.005158
12310,3.2437075
12311,6.67703018182
12312,21.452875
12313,19.971271
12314,15.3050194068
12315,13.3579955158
12316,0.0
12317,11.5428505465
12318,19.0262118
12319,11.3117788039
12320,
12321,18.4577895556
12322,5.32568167568
12323,9.30505859551
12324,0.0
12325,0.0
12326,13.6822311951
12327,0.0
12328,
12329,13.399464274
12330,
12331,
12332,14.2210944231
12333,16.9548951316
12334,14.168136
12335,13.9419772632
12336,8.32076194969
12337,1.54224984
12338,15.3804156818
12339,0.0
12340,11.8488762
12341,2.71825609804
12342,2.821161
12343,8.73288664286
12344,15.830512
12345,12.8570525217
12346,3.99766707692
12347,12.315614069
12348,9.24887485714
12349,17.4258499722
12350,21.6987950833
12351,5.63371561404
12352,
12353,17.7546734
12354,19.3504846316
12355,4.738977
12356,20.16339408
12357,8.39311692
12358,0.0
12359,7.31890425
12360,2.94375638889
12361,20.846739
12362,13.7762786667
12363,2.468515875
12364,5.40679126316
12365,4.1666015528
12366,13.3781205
12367,
12368,9.96099158065
12369,0.0
12370,15.4599592212
12371,0.0
12372,0.0
12373,15.9543086897
12374,12.97363
12375,20.1586643929
12376,19.278123
12377,6.67696438732
12378,0.0
12379,16.0980381957
12380,20.307743
12381,18.767298
12382,
12383,8.41034369231
12384,15.0525774615
12385,9.77490324638
12386,
12387,0.0
12388,0.0
12389,12.5586635385
12390,
12391,7.557597
12392,18.361833
12393,20.92777525
12394,15.5570876
12395,4.69529095238
12396,6.853019
12397,0.0
12398,11.6180530312
12399,0.0
12400,20.9945297143
12401,0.0
12402,4.00358256295
12403,9.9856355
12404,19.971271
12405,10.116018
12406,1.43590229213
12407,0.0
12408,12.1776042683
12409,19.971271
12410,14.0867523636
12411,4.92602999315
12412,0.0
12413,0.0
12414,
12415,0.0
12416,9.58621008
12417,11.5668738
12418,5.60417028571
12419,10.332209
12420,11.2995895385
12421,
12422,
12423,0.0
12424,20.8181501613
12425,
12426,7.75171004348
12427,0.0
12428,15.243984
12429,10.0992554167
12430,12.9235157436
12431,1.297363
12432,11.6426764
12433,19.4071626667
12434,0.0
12435,2.14201366667
12436,19.4213959412
12437,16.813630125
12438,18.361833
12439,9.15983369039
12440,13.7762786667
12441,0.0
12442,9.82093058491
12443,
12444,7.02295089231
12445,13.9603828833
12446,19.460445
12447,0.0
12448,10.8618216316
12449,13.1648765
12450,19.460445
12451,20.307743
12452,0.0
12453,3.892089
12454,19.492371625
12455,19.748127
12456,19.7050448
12457,
12458,11.4250544324
12459,19.278123
12460,13.5384953333
12461,19.278123
12462,21.9089556842
12463,6.853019
12464,9.13822766667
12465,
12466,12.7572955099
12467,18.8248344
12468,
12469,0.0
12470,12.7934565143
12471,19.278123
12472,13.5844906667
12473,0.0
12474,16.752395
12475,13.1629675
12476,0.0
12477,8.684183
12478,19.794074541
12479,19.278123
12480,0.0
12481,2.98393728571
12482,9.16368807692
12483,
12484,11.3651240355
12485,
12486,6.582709
12487,16.4448326962
12488,
12489,20.7133481765
12490,10.6051342231
12491,4.69376833333
12492,0.0
12493,18.767298
12494,13.3375503582
12495,19.5131255
12496,
12497,9.61129452174
12498,0.0
12499,12.9484861798
12500,18.7599167903
12501,0.0
12502,4.99281775
12503,0.0
12504,18.361833
12505,7.10220666667
12506,0.0
12507,10.6947337971
12508,18.3968895513
12509,0.0
12510,5.7834369
12511,8.09888212195
12512,21.3405706
12513,19.614596
12514,0.0
12515,
12516,6.73979213333
12517,0.0
12518,0.0
12519,10.7185193462
12520,1.32952572414
12521,13.3777206667
12522,4.478576
12523,
12524,11.0362016
12525,20.664418
12526,0.0
12527,13.5482761593
12528,3.9496254
12529,20.307743
12530,11.3971451333
12531,0.0
12532,11.5133871333
12533,10.8919930891
12534,3.7534596
12535,20.664418
12536,15.387250625
12537,0.0
12538,0.0
12539,
12540,4.67898356364
12541,0.0
12542,0.0
12543,16.3353684
12544,
12545,15.0016117255
12546,0.0
12547,19.971271
12548,
12549,
12550,0.0
12551,19.614596
12552,6.83878415625
12553,0.0
12554,0.0
12555,16.8911089412
12556,15.5202470909
12557,0.0
12558,
12559,0.0
12560,12.2302191875
12561,21.252204
12562,0.0
12563,0.0
12564,11.3618492016
12565,9.6390615
12566,12.1824895079
12567,10.5866344651
12568,19.971271
12569,12.5470401765
12570,11.4802322222
12571,
12572,0.0
12573,4.30486845455
12574,0.0
12575,0.0
12576,0.0
12577,
12578,0.0
12579,0.0
12580,13.784481875
12581,9.83048942857
12582,
12583,10.02488625
12584,13.3205499
12585,19.8891795
12586,13.4045398983
12587,21.676019
12588,
12589,0.0
12590,20.664418
12591,0.0
12592,20.846739
12593,20.926782
12594,0.0
12595,14.3944034667
12596,10.4262766667
12597,
12598,9.73020255319
12599,0.0
12600,
12601,
12602,0.0
12603,
12604,6.16203947368
12605,
12606,20.664418
12607,0.0
12608,15.4201496842
12609,5.95621114286
12610,7.41077186861
12611,9.90350925
12612,0.0
12613,4.4171715
12614,0.0
12615,0.0
12616,18.9098335517
12617,19.513642625
12618,19.277343
12619,0.0
12620,19.4166707059
12621,7.361520125
12622,16.1017417013
12623,7.1033936875
12624,12.0258608293
12625,6.89291624675
12626,
12627,11.6153051187
12628,0.0
12629,
12630,
12631,19.278123
12632,18.767298
12633,7.44033421333
12634,4.81520017143
12635,0.0
12636,2.82062384615
12637,17.6209686737
12638,20.3777888235
12639,12.9681716107
12640,7.02329433333
12641,13.2786460614
12642,18.361833
12643,19.971271
12644,18.361833
12645,0.0
12646,5.547697
12647,9.33231780645
12648,19.971271
12649,15.0172717143
12650,0.0
12651,14.5443332857
12652,18.361833
12653,
12654,3.81654064925
12655,8.47470991935
12656,10.6441658447
12657,5.09855239394
12658,0.0
12659,18.767298
12660,0.0
12661,9.44451357143
12662,6.21874935484
12663,8.54008525
12664,9.807298
12665,2.82489738462
12666,17.2497046842
12667,0.0
12668,6.62197
12669,19.5193526941
12670,0.0
12671,0.0
12672,21.2131235097
12673,18.34887425
12674,5.40567916667
12675,
12676,0.0
12677,7.726024
12678,7.27934429907
12679,
12680,0.0
12681,15.2654431351
12682,19.5959535
12683,6.78927593617
12684,
12685,18.649037375
12686,6.0727410531
12687,0.0
12688,3.32010892308
12689,18.767298
12690,20.346725625
12691,17.4182913889
12692,15.2386202571
12693,
12694,18.9152934783
12695,8.46624873953
12696,18.1401985098
12697,15.3257771467
12698,20.210225
12699,18.361833
12700,3.81188293204
12701,0.0
12702,3.23556904469
12703,0.0
12704,17.6483481
12705,
12706,16.8514863514
12707,0.0
12708,6.426041
12709,16.7369007959
12710,4.64378508197
12711,0.0
12712,19.594995806
12713,12.717714
12714,16.0268268
12715,3.196919
12716,0.0
12717,11.2372709333
12718,11.7401907368
12719,20.664418
12720,18.4912608367
12721,9.53259164504
12722,4.34790741892
12723,18.767298
12724,9.9421549697
12725,0.0
12726,15.4962511429
12727,4.47506347059
12728,2.42801164474
12729,10.4768089762
12730,8.25468228736
12731,2.432555625
12732,0.0
12733,19.278123
12734,18.2249620566
12735,4.86511125
12736,
12737,16.4513406667
12738,15.0032532312
12739,3.19540336
12740,20.1146434
12741,
12742,7.98992715385
12743,0.0
12744,19.278123
12745,19.748127
12746,16.8817046471
12747,10.6091836974
12748,11.2540791243
12749,6.68886033333
12750,0.0
12751,16.5646238533
12752,20.0441498889
12753,
12754,4.0882548
12755,17.0866764444
12756,0.0
12757,17.9146027229
12758,9.7302225
12759,
12760,19.971271
12761,19.163382
12762,5.19299985714
12763,14.6338871296
12764,19.9956655
12765,8.15969478261
12766,10.9221158448
12767,19.460445
12768,18.3216373913
12769,8.72416890476
12770,
12771,4.35879911111
12772,
12773,14.0147998065
12774,7.22643010526
12775,0.0
12776,16.6286634412
12777,7.20180189286
12778,0.0
12779,0.0
12780,0.0
12781,17.8902922857
12782,15.4277590676
12783,14.66725425
12784,19.971271
12785,8.97642136364
12786,10.2548867647
12787,6.73936514286
12788,6.06903872222
12789,0.0
12790,20.613124
12791,5.39071773913
12792,0.0
12793,19.078982971
12794,0.0
12795,8.51714854286
12796,18.911139
12797,9.98971613043
12798,17.3227090909
12799,
12800,19.6097052857
12801,13.5350736538
12802,8.46016579545
12803,19.5951138776
12804,5.87463868
12805,10.558117566
12806,7.48478653846
12807,7.67297978788
12808,18.937573
12809,6.95308421978
12810,0.0
12811,12.241222
12812,6.534762
12813,0.0
12814,0.0
12815,12.1682317662
12816,0.0
12817,0.0
12818,0.0
12819,9.07785045455
12820,3.48159797015
12821,12.409384
12822,0.0
12823,4.43806022222
12824,
12825,8.0380098913
12826,3.65858744118
12827,13.8402683284
12828,6.36281513924
12829,20.957776
12830,5.9009943
12831,18.4443682821
12832,14.552874661
12833,18.925861875
12834,10.8697482055
12835,8.67642025
12836,
12837,19.278123
12838,6.07821291304
12839,7.47223163158
12840,4.29959842373
12841,5.744314625
12842,18.8833507568
12843,
12844,12.3427726512
12845,0.0
12846,0.0
12847,
12848,8.51930766087
12849,0.0
12850,7.72810853226
12851,21.580708
12852,0.0
12853,18.4314309444
12854,16.6773912
12855,8.02492142105
12856,
12857,0.0
12858,20.441274
12859,19.278123
12860,8.03255125
12861,0.854154367347
12862,6.0244134375
12863,
12864,0.0
12865,0.0
12866,
12867,
12868,
12869,6.80535
12870,10.6988705455
12871,5.12757676923
12872,18.767298
12873,0.0
12874,19.05498
12875,21.357565
12876,
12877,8.12156789474
12878,3.92270063636
12879,19.6674056667
12880,19.288786875
12881,14.2862875294
12882,13.8498903556
12883,14.009006
12884,10.3554738519
12885,1.82451467347
12886,6.9530685
12887,
12888,7.17751564
12889,21.026377
12890,7.53400434146
12891,20.307743
12892,0.0
12893,19.86591
12894,0.0
12895,4.03621903448
12896,0.0
12897,6.56069361538
12898,5.75772120354
12899,7.803779025
12900,19.278123
12901,2.78006357143
12902,0.0
12903,19.3177080588
12904,19.037651325
12905,
12906,19.05498
12907,20.713208
12908,19.442745
12909,6.04264766667
12910,7.76470715718
12911,0.0
12912,0.0
12913,0.0
12914,0.0
12915,10.69246375
12916,0.0
12917,
12918,20.307743
12919,3.91210114286
12920,17.2483360625
12921,16.6490286939
12922,18.361833
12923,
12924,0.0
12925,10.1752221951
12926,0.0
12927,1.74063008333
12928,11.4683594211
12929,18.361833
12930,14.9992035263
12931,18.361833
12932,10.3315879035
12933,0.0
12934,10.9857354146
12935,14.45859225
12936,19.278123
12937,
12938,0.0
12939,9.11731390769
12940,0.0
12941,4.0307184
12942,18.361833
12943,
12944,
12945,19.971271
12946,18.361833
12947,0.0
12948,19.460445
12949,0.0
12950,9.0386996875
12951,0.0
12952,8.89096609091
12953,0.0
12954,0.0
12955,
12956,
12957,19.7569949059
12958,
12959,0.0
12960,12.6720048824
12961,
12962,4.1328836
12963,
12964,5.760374
12965,3.71400821429
12966,20.9647624444
12967,18.767298
12968,14.7957181765
12969,10.98419905
12970,9.6390615
12971,
12972,9.27402728205
12973,1.64567725
12974,
12975,9.1809165
12976,11.3073018571
12977,8.3707128
12978,2.3352534
12979,0.0
12980,20.769841
12981,18.361833
12982,3.26909933333
12983,0.0
12984,6.486815
12985,11.0170998
12986,8.29330791429
12987,0.0
12988,21.3999086154
12989,2.496408875
12990,19.748127
12991,19.4015535
12992,
12993,10.5818484275
12994,19.6895175
12995,0.0
12996,19.6632052222
12997,6.62979281879
12998,7.19000691509
12999,12.9915867165
13000,14.2809805
13001,4.17009535714
13002,5.48167075658
13003,4.46099744146
13004,4.85678075
13005,9.952355
13006,21.069883
13007,13.0145648
13008,18.6509085
13009,5.136243
13010,7.02960334615
13011,17.0120327273
13012,6.08183589091
13013,11.3985620772
13014,7.68125807692
13015,17.026058625
13016,16.2431599615
13017,0.0
13018,19.5933190729
13019,8.48223766667
13020,4.28402733333
13021,7.57926501316
13022,0.0
13023,3.65823725
13024,19.2846345
13025,9.95375778571
13026,18.361833
13027,
13028,9.81736581538
13029,7.15020257143
13030,0.0
13031,9.47179995652
13032,
13033,12.3596187619
13034,20.664418
13035,
13036,0.0
13037,20.713208
13038,8.60387833333
13039,10.0484932778
13040,0.0
13041,10.2411701368
13042,20.31784425
13043,7.65836496
13044,11.35192625
13045,14.9031305833
13046,18.2451561622
13047,0.0
13048,20.8091662955
13049,5.65701884483
13050,9.66412263158
13051,21.332247
13052,20.664418
13053,
13054,15.6690508636
13055,7.54407538462
13056,11.4704313023
13057,0.0
13058,8.83654742857
13059,13.4638748333
13060,10.808042
13061,2.20791741176
13062,13.0299207073
13063,3.81182413333
13064,18.2695753333
13065,5.246238
13066,7.297666875
13067,17.1681594783
13068,12.2820555161
13069,0.0
13070,20.233635
13071,0.0
13072,18.3816915593
13073,0.0
13074,11.1767819264
13075,
13076,15.6761444286
13077,18.7693006667
13078,0.0
13079,9.99735312766
13080,15.8726677143
13081,0.0
13082,10.5625245532
13083,0.0
13084,15.652305
13085,0.0
13086,10.4598655882
13087,19.4247976522
13088,20.441274
13089,
13090,17.1929818571
13091,9.6390615
13092,8.45271452381
13093,19.4547610417
13094,6.25236421622
13095,21.134421
13096,9.6390615
13097,0.0
13098,0.0
13099,1.67635852174
13100,19.278123
13101,14.5319842333
13102,21.580708
13103,0.0
13104,13.0303107222
13105,17.9303952
13106,11.3574235
13107,15.44987216
13108,0.0
13109,1.8361833
13110,10.98068928
13111,6.17248849351
13112,7.5069192
13113,0.0
13114,10.5703146161
13115,14.3343375
13116,11.782376859
13117,11.7513941455
13118,
13119,5.246238
13120,0.0
13121,12.511532
13122,
13123,13.9122710976
13124,6.73420677966
13125,0.0
13126,13.3141806667
13127,19.7285224615
13128,14.5540965
13129,10.588287872
13130,19.5327206875
13131,0.0
13132,5.74386974468
13133,14.9647730822
13134,0.0
13135,0.0
13136,
13137,0.0
13138,19.614596
13139,9.55091826923
13140,8.3761975
13141,9.255276
13142,21.1684153158
13143,11.585106
13144,0.0
13145,19.9633782778
13146,11.9300883544
13147,17.8283625385
13148,5.51826409091
13149,9.58389727586
13150,0.0
13151,0.0
13152,18.361833
13153,2.92086785185
13154,0.0
13155,0.0
13156,13.115595
13157,
13158,13.3226693377
13159,6.885687375
13160,8.96651098913
13161,0.0
13162,0.0
13163,0.0
13164,18.929351025
13165,0.0
13166,18.4222214043
13167,12.283578
13168,19.460445
13169,19.2537018723
13170,2.432555625
13171,11.4914278
13172,4.93738327586
13173,0.0
13174,20.9475203514
13175,3.69598325581
13176,8.28018282278
13177,0.0
13178,5.17217934146
13179,15.5623003333
13180,22.967003
13181,13.8518542222
13182,9.48156022936
13183,0.0
13184,0.0
13185,14.81109525
13186,10.0833621034
13187,21.580708
13188,8.97168354545
13189,20.759728
13190,17.6682517059
13191,15.893455899
13192,0.0
13193,3.47326452174
13194,21.1684153158
13195,20.926782
13196,0.0
13197,11.462810971
13198,16.8116695833
13199,4.51983581538
13200,0.0
13201,21.0835151429
13202,18.767298
13203,21.0170143333
13204,2.85303871429
13205,0.0
13206,0.0
13207,0.0
13208,2.22962011111
13209,12.7184785879
13210,15.23334525
13211,0.0
13212,12.4152894462
13213,
13214,18.5979762
13215,7.22027913235
13216,12.97363
13217,9.68238325
13218,11.9469081071
13219,11.8267476491
13220,18.7456089231
13221,14.0975938281
13222,8.93295402632
13223,
13224,0.0
13225,9.97592593103
13226,0.0
13227,0.0
13228,20.2062725
13229,19.460445
13230,20.153592
13231,
13232,11.0031033425
13233,0.0
13234,0.0
13235,18.361833
13236,
13237,0.0
13238,20.4249160435
13239,7.47005874545
13240,0.0
13241,19.05498
13242,
13243,0.0
13244,20.153592
13245,19.4063031905
13246,7.83964339535
13247,9.51618665116
13248,0.0
13249,0.0
13250,0.0
13251,0.0
13252,13.7710411111
13253,12.6994868462
13254,12.70332
13255,0.0
13256,13.6118258
13257,19.971271
13258,0.0
13259,11.2603788
13260,0.0
13261,
13262,19.460445
13263,
13264,19.971271
13265,0.0
13266,18.361833
13267,19.971271
13268,
13269,13.2639077419
13270,13.6277932
13271,0.0
13272,0.0
13273,
13274,0.0
13275,0.0
13276,0.0
13277,
13278,8.79718242857
13279,
13280,0.0
13281,3.892089
13282,19.460445
13283,19.755879
13284,11.6414075625
13285,18.361833
13286,8.45787831092
13287,0.0
13288,13.494102027
13289,0.0
13290,17.0518891529
13291,19.8844005373
13292,11.3182962857
13293,2.80208514286
13294,11.0520181629
13295,0.0
13296,19.971271
13297,0.0
13298,20.153592
13299,0.50722427027
13300,8.6789241338
13301,8.76787507317
13302,11.8402747582
13303,0.0
13304,11.0960122391
13305,10.1273497895
13306,6.120611
13307,19.971271
13308,9.87405150103
13309,6.813758
13310,4.93703175
13311,0.0
13312,12.8653830263
13313,19.971271
13314,1.52680311594
13315,8.24898378049
13316,9.58160820773
13317,19.971271
13318,5.9244381
13319,21.252204
13320,13.3354153727
13321,17.0125857083
13322,21.0539828889
13323,2.16545746154
13324,0.0
13325,0.0
13326,19.278123
13327,19.278123
13328,19.460445
13329,10.4814157419
13330,9.062412625
13331,9.23808123913
13332,0.0
13333,9.932955
13334,2.82703062
13335,
13336,0.0
13337,20.9711365556
13338,0.0
13339,0.866135454545
13340,11.2177038958
13341,17.668686
13342,19.748127
13343,7.18881764286
13344,19.460445
13345,8.99017587425
13346,0.0
13347,10.6767428276
13348,16.1148304878
13349,0.0
13350,18.4951305
13351,
13352,19.278123
13353,6.54648619048
13354,19.05498
13355,1.7237742439
13356,19.7987484941
13357,0.0
13358,0.0
13359,16.0165116044
13360,19.1138715
13361,18.3409282297
13362,16.2842974286
13363,13.1578327887
13364,19.9414196071
13365,6.97016015385
13366,19.971271
13367,4.69221543056
13368,20.613124
13369,0.0
13370,11.6721831429
13371,20.0681545714
13372,20.559057
13373,18.3269686923
13374,9.11376055932
13375,0.0
13376,12.8527141579
13377,11.3346009853
13378,21.134421
13379,19.05498
13380,3.83950616058
13381,2.60315329167
13382,13.500719
13383,7.50606570213
13384,0.0
13385,11.5308849099
13386,10.4128907037
13387,18.361833
13388,19.6390392542
13389,0.0
13390,19.460445
13391,11.151045283
13392,4.65077245946
13393,0.0
13394,18.53077675
13395,0.0
13396,0.0
13397,0.0
13398,8.84967515663
13399,18.809877
13400,7.489226625
13401,7.6081032381
13402,19.8742187895
13403,12.0270705439
13404,0.0
13405,12.5895683611
13406,18.767298
13407,0.0
13408,0.0
13409,0.0
13410,0.0
13411,8.84739292727
13412,10.2748320578
13413,19.717950069
13414,13.3335986804
13415,8.40625542857
13416,
13417,15.1642591081
13418,0.0
13419,13.824979
13420,1.44014376471
13421,
13422,19.6552744286
13423,20.2834238387
13424,20.7329393333
13425,6.38708140278
13426,0.0
13427,3.78037738235
13428,14.45859225
13429,3.5183997963
13430,9.68304048485
13431,7.179221
13432,1.61287711111
13433,0.0
13434,0.0
13435,0.0
13436,1.62170375
13437,4.35879911111
13438,0.0
13439,11.6060361136
13440,4.63305854622
13441,10.2654251538
13442,0.0
13443,0.0
13444,18.767298
13445,19.460445
13446,
13447,
13448,6.813758
13449,0.0
13450,12.41619375
13451,10.3754264444
13452,1.17558092308
13453,11.6332697955
13454,10.5600535
13455,0.0
13456,0.0
13457,0.0
13458,6.52027976471
13459,0.0
13460,0.0
13461,18.767298
13462,13.1095469515
13463,19.9088894
13464,10.5965246364
13465,18.767298
13466,19.614596
13467,0.0
13468,10.0581511304
13469,11.0170998
13470,20.759728
13471,18.5609173333
13472,0.0
13473,18.5717956522
13474,7.01022654545
13475,19.971271
13476,17.7021326667
13477,20.80418
13478,4.81953075
13479,9.5229816875
13480,15.2593765455
13481,1.18523266667
13482,
13483,20.964522
13484,9.932955
13485,19.460445
13486,
13487,11.1243956667
13488,20.376736
13489,6.58031884043
13490,0.0
13491,21.195046
13492,20.0550419333
13493,7.07493588235
13494,20.664418
13495,5.6301894
13496,19.8769783404
13497,6.47010294048
13498,4.31862685714
13499,0.0
13500,
13501,0.0
13502,8.04312771429
13503,0.0
13504,9.48242425263
13505,12.2114886563
13506,0.0
13507,0.446324021978
13508,15.4363969149
13509,0.0
13510,15.3235512727
13511,13.4214974318
13512,7.198548
13513,9.1809165
13514,12.5464901765
13515,18.615248625
13516,17.851007
13517,8.1506944
13518,19.971271
13519,12.6430596923
13520,6.1514674717
13521,13.2684331458
13522,9.807298
13523,18.2296556522
13524,9.8740635
13525,14.6896773462
13526,0.0
13527,19.278123
13528,16.5957982682
13529,0.0
13530,9.13082173913
13531,19.1913451667
13532,0.0
13533,7.45303953202
13534,7.64548621106
13535,0.0
13536,18.0012552764
13537,9.649178
13538,0.0
13539,0.0
13540,0.0
13541,19.3109754167
13542,10.0215453
13543,2.6638715283
13544,18.767298
13545,0.0
13546,9.16888153846
13547,
13548,0.0
13549,19.3726431818
13550,0.0
13551,19.05498
13552,18.767298
13553,17.6913136364
13554,16.5319751733
13555,10.3951116
13556,11.2263519877
13557,20.717286
13558,8.83974290164
13559,11.1662235974
13560,14.0363794286
13561,7.01022654545
13562,13.2695185
13563,0.0
13564,18.62908425
13565,11.2647852941
13566,7.20054258065
13567,17.7598465
13568,
13569,13.482111
13570,10.9103083333
13571,12.4064311596
13572,19.9233796364
13573,19.278123
13574,0.0
13575,0.0
13576,18.005158
13577,0.0
13578,9.40464738462
13579,9.03015311111
13580,12.511532
13581,14.7564861143
13582,16.1086517647
13583,0.0
13584,14.7141444783
13585,9.06742594355
13586,10.2854828125
13587,18.6105817059
13588,0.0
13589,0.0
13590,8.36937757895
13591,1.06882857895
13592,0.0
13593,19.8225083333
13594,0.0
13595,19.460445
13596,0.0
13597,11.753897
13598,21.76303
13599,12.4558368
13600,18.8725728947
13601,8.81367984
13602,8.834343
13603,19.278123
13604,19.971271
13605,19.786426037
13606,9.52749
13607,0.0
13608,19.1377512308
13609,8.53059
13610,0.872897581395
13611,10.9283505231
13612,
13613,14.2582076667
13614,9.03015311111
13615,10.2396784742
13616,20.9650656667
13617,10.096100931
13618,17.5272042273
13619,14.0754735
13620,12.376377
13621,15.8071018602
13622,19.278123
13623,0.0
13624,10.6897623125
13625,5.10256868235
13626,15.52628
13627,19.460445
13628,19.7139807211
13629,3.48703928889
13630,2.70336052459
13631,0.0
13632,19.971271
13633,14.7597291287
13634,19.05498
13635,19.7920423235
13636,1.23743644444
13637,
13638,0.0
13639,8.78744713043
13640,0.0
13641,11.041160275
13642,14.5790827143
13643,19.460445
13644,18.1798203636
13645,0.0
13646,19.971271
13647,16.4652735612
13648,13.2582889706
13649,0.0
13650,21.245993
13651,16.1980284706
13652,20.376736
13653,19.658323
13654,0.0
13655,9.42449228169
13656,19.278123
13657,19.460445
13658,12.9147187059
13659,0.0
13660,9.05972054545
13661,16.4472456
13662,0.0
13663,19.6337934286
13664,0.0
13665,19.278123
13666,0.0
13667,13.4024899783
13668,12.852082
13669,
13670,21.528028
13671,0.0
13672,12.1278335156
13673,20.7744684348
13674,10.8874788248
13675,18.767298
13676,15.738714
13677,20.664418
13678,18.2663944133
13679,19.0349765357
13680,5.72366029412
13681,3.02406117073
13682,
13683,18.4561361053
13684,3.71114945455
13685,6.18713938043
13686,21.252204
13687,17.6168683019
13688,0.0
13689,12.721420875
13690,10.500445
13691,10.3363967835
13692,
13693,11.97788625
13694,21.3674639412
13695,0.0
13696,19.05498
13697,20.559057
13698,18.4018446818
13699,6.54452878431
13700,19.1269479545
13701,9.1809165
13702,17.8361919429
13703,13.8311938226
13704,8.63509482371
13705,19.278123
13706,6.01367211905
13707,20.5549163333
13708,0.0
13709,19.971271
13710,20.759728
13711,1.679466
13712,0.0
13713,19.6545101429
13714,18.361833
13715,21.827569
13716,0.0
13717,10.6909421071
13718,6.92880830612
13719,9.1809165
13720,7.0084368
13721,7.42135614407
13722,19.971271
13723,1.8680567619
13724,20.441274
13725,15.80361075
13726,0.0
13727,2.48607165455
13728,15.7736337879
13729,7.70062701563
13730,8.30955113636
13731,0.0
13732,18.0212823333
13733,0.0
13734,8.26525105495
13735,7.19178917647
13736,19.278123
13737,0.0
13738,19.6703476
13739,14.1899357143
13740,0.0
13741,19.278123
13742,
13743,21.406355
13744,11.7784322
13745,0.0
13746,0.0
13747,13.0832896154
13748,0.0
13749,15.8800213846
13750,8.15204853125
13751,10.1980958298
13752,6.01090250515
13753,10.5427726912
13754,10.367766675
13755,14.8777622647
13756,
13757,18.361833
13758,12.6045159762
13759,0.0
13760,17.9459448
13761,8.80578998182
13762,5.96703807143
13763,7.92728057143
13764,0.0
13765,0.0
13766,19.748127
13767,0.0
13768,2.01078192857
13769,17.6888039
13770,16.382897992
13771,8.96999685385
13772,14.7885474167
13773,5.40053911765
13774,5.08988325806
13775,2.60046348387
13776,17.5236601528
13777,20.233635
13778,0.0
13779,7.90867941818
13780,20.0098867143
13781,10.213244125
13782,10.664485875
13783,0.0
13784,10.0573324128
13785,0.96113572093
13786,16.6112398519
13787,9.83566290909
13788,5.57211758571
13789,14.2049327368
13790,9.164467
13791,9.03011245714
13792,21.2889618
13793,7.869357
13794,19.7666701969
13795,4.87729308333
13796,13.9437051401
13797,8.17274833333
13798,21.069883
13799,1.61505917057
13800,19.2946977273
13801,0.0
13802,16.4982842174
13803,9.03712550877
13804,0.0
13805,8.19409185556
13806,13.0718854565
13807,12.0122107885
13808,11.5116650919
13809,19.5994831569
13810,6.60653664894
13811,
13812,0.28530324359
13813,0.0
13814,0.0
13815,21.1002698333
13816,15.8923643333
13817,20.7799735
13818,19.861769
13819,0.0
13820,
13821,8.98174384615
13822,0.0
13823,13.2432618
13824,9.46060547143
13825,0.0
13826,18.767298
13827,18.8159637931
13828,18.5454865
13829,3.9942542
13830,18.767298
13831,0.0
13832,5.43110033333
13833,19.278123
13834,18.767298
13835,0.0
13836,12.9920318182
13837,19.460445
13838,8.83166964706
13839,9.383649
13840,19.278123
13841,0.0
13842,15.0876200952
13843,0.0
13844,0.0
13845,0.0
13846,21.146245
13847,14.1095978957
13848,
13849,19.460445
13850,8.4571074181
13851,18.767298
13852,15.5035598761
13853,21.252204
13854,18.80325825
13855,11.0628270132
13856,0.0
13857,
13858,10.7100683333
13859,4.38847266667
13860,10.162656
13861,6.79684928125
13862,18.8007706364
13863,0.0
13864,0.0
13865,19.460445
13866,19.0547519
13867,12.8145125294
13868,4.99281775
13869,18.767298
13870,12.6181064653
13871,
13872,0.0
13873,5.75591216594
13874,0.0
13875,0.0
13876,
13877,20.764221087
13878,8.0249726
13879,16.79466
13880,9.6390615
13881,0.0
13882,14.17373425
13883,11.9807894199
13884,7.22573075
13885,0.0
13886,0.0
13887,14.5299144375
13888,0.0
13889,
13890,11.4240728889
13891,14.3166211034
13892,18.361833
13893,14.8132854068
13894,0.0
13895,19.614596
13896,6.60147909524
13897,9.807298
13898,12.9417043518
13899,16.4465477143
13900,0.0
13901,0.0
13902,19.971271
13903,
13904,15.9866766571
13905,19.460445
13906,0.0
13907,0.0
13908,5.25625142105
13909,18.7936670323
13910,6.120611
13911,18.361833
13912,6.24357171429
